1e-05 50000 65182 0.925442 0.765367
1e-05 50000 53290 0.986373 0
1e-05 50000 53109 0.98158 0.765367
1e-05 50000 74277 0.883589 2.10734e-08
1e-05 50000 52229 0.989953 0
1e-05 50000 25628 1.13403 -nan
1e-05 50000 62026 0.940015 0
1e-05 50000 47830 1.01105 0
1e-05 50000 79622 0.859983 -nan
1e-05 50000 33782 1.08544 -nan
1e-05 50000 53916 0.98066 -nan
1e-05 50000 87590 0.822058 0.765367
1e-05 50000 79631 0.856849 -nan
1e-05 50000 71567 0.893933 -nan
1e-05 50000 61595 0.943818 1.41421
1e-05 50000 66674 0.919706 0.765367
1e-05 50000 74562 0.882536 2.10734e-08
1e-05 50000 70887 0.900317 1.41421
1e-05 50000 35708 1.07436 0.765367
1e-05 50000 49964 0.998839 1.41421
1e-05 50000 59099 0.955768 0
1e-05 50000 52019 0.98816 0
1e-05 50000 61820 0.942849 -nan
1e-05 50000 24503 1.13728 0
1e-05 50000 35423 1.07663 0
1e-05 50000 41394 1.04371 0.765367
1e-05 50000 52813 0.985763 1.41421
1e-05 50000 10129 1.24376 -nan
1e-05 50000 38647 1.05776 0.765367
1e-05 50000 39860 1.05293 -nan
1e-05 50000 63053 0.93571 1.41421
1e-05 50000 25823 1.1324 -nan
1e-05 50000 64320 0.93253 0
1e-05 50000 29470 1.10848 0.765367
1e-05 50000 42565 1.0375 -nan
1e-05 50000 34105 1.08543 -nan
1e-05 50000 12813 1.22235 1.41421
1e-05 50000 33137 1.09004 2.10734e-08
1e-05 50000 33282 1.08912 0
1e-05 50000 75689 0.879245 0.765367
1e-05 50000 26827 1.12536 -nan
1e-05 50000 67379 0.918144 -nan
1e-05 50000 72693 0.89067 0
1e-05 50000 29013 1.11087 -nan
1e-05 50000 72567 0.893675 0.765367
1e-05 50000 72708 0.891447 0.765367
1e-05 50000 88524 0.81764 -nan
1e-05 50000 58025 0.960659 -nan
1e-05 50000 55654 0.969051 0.765367
1e-05 50000 57982 0.960895 -nan
1e-05 50000 65632 0.92496 -nan
1e-05 50000 51258 0.992377 0.765367
1e-05 50000 37535 1.0647 1.41421
1e-05 50000 37130 1.0688 -nan
1e-05 50000 26497 1.12725 -nan
1e-05 50000 43939 1.03241 0.765367
1e-05 50000 61450 0.943966 -nan
1e-05 50000 18118 1.18202 -nan
1e-05 50000 87857 0.821282 -nan
1e-05 50000 27415 1.12227 0.765367
1e-05 50000 26726 1.12407 0.765367
1e-05 50000 87368 0.82328 0.765367
1e-05 50000 85979 0.830974 1.41421
1e-05 50000 46129 1.01977 -nan
1e-05 50000 89803 0.812858 -nan
1e-05 50000 53896 0.98223 0.765367
1e-05 50000 45401 1.02438 -nan
1e-05 50000 81508 0.849743 0.765367
1e-05 50000 13279 1.22198 -nan
1e-05 50000 19848 1.17067 0
1e-05 50000 89740 0.813396 0.765367
1e-05 50000 85640 0.831788 -nan
1e-05 50000 14753 1.20931 -nan
1e-05 50000 14473 1.20985 -nan
1e-05 50000 74108 0.883528 -nan
1e-05 50000 85180 0.833773 0.765367
1e-05 50000 47621 1.01253 0.765367
1e-05 50000 37787 1.06464 -nan
1e-05 50000 47267 1.01231 0.765367
1e-05 50000 42107 1.03803 -nan
1e-05 50000 79511 0.859767 -nan
1e-05 50000 68330 0.912258 -nan
1e-05 50000 21066 1.16144 -nan
1e-05 50000 46920 1.01709 0
1e-05 50000 77234 0.868792 -nan
1e-05 50000 27930 1.12011 -nan
1e-05 50000 49587 1.00318 -nan
1e-05 50000 72188 0.891705 1.41421
1e-05 50000 72018 0.894921 0.765367
1e-05 50000 88068 0.821203 0.765367
1e-05 50000 62227 0.94527 0
1e-05 50000 28626 1.11458 -nan
1e-05 50000 57707 0.963839 -nan
1e-05 50000 72981 0.890465 0.765367
1e-05 50000 30561 1.10382 -nan
1e-05 50000 71907 0.895783 -nan
1e-05 50000 54506 0.975943 0.765367
1e-05 50000 10332 1.24315 -nan
1e-05 50000 79750 0.859245 -nan
1e-05 50000 73602 0.887792 -nan
1e-05 50000 74091 0.885084 1.41421
1e-05 50000 19564 1.17216 -nan
1e-05 50000 71217 0.899709 0.765367
1e-05 50000 74163 0.882277 -nan
1e-05 50000 21491 1.15941 0
1e-05 50000 40029 1.04957 -nan
1e-05 50000 37137 1.07012 -nan
1e-05 50000 57909 0.962456 2.10734e-08
1e-05 50000 80008 0.855657 0.765367
1e-05 50000 77891 0.868168 0.765367
1e-05 50000 50445 1.00096 -nan
1e-05 50000 24906 1.1357 1.41421
1e-05 50000 23378 1.14706 -nan
1e-05 50000 26915 1.12733 -nan
1e-05 50000 44638 1.02965 0.765367
1e-05 50000 35308 1.07493 -nan
1e-05 50000 56383 0.968947 0.765367
1e-05 50000 62073 0.938482 -nan
1e-05 50000 52106 0.988751 0.765367
1e-05 50000 43409 1.03143 0.765367
1e-05 50000 63856 0.933217 -nan
1e-05 50000 31017 1.10289 -nan
1e-05 50000 36048 1.07043 2.10734e-08
1e-05 50000 59933 0.952122 0.765367
1e-05 50000 89482 0.814048 0.765367
1e-05 50000 20397 1.16453 -nan
1e-05 50000 41561 1.04118 0.765367
1e-05 50000 85119 0.83237 0.765367
1e-05 50000 82213 0.846931 -nan
1e-05 50000 80566 0.856035 0.765367
1e-05 50000 12679 1.22454 -nan
1e-05 50000 18386 1.17973 -nan
1e-05 50000 45125 1.02549 -nan
1e-05 50000 17616 1.18397 -nan
1e-05 50000 48611 1.00684 0.765367
1e-05 50000 65648 0.925357 -nan
1e-05 50000 77359 0.869223 2.10734e-08
1e-05 50000 44374 1.02885 0.765367
1e-05 50000 61185 0.945032 -nan
1e-05 50000 83523 0.84175 -nan
1e-05 50000 62633 0.933964 2.10734e-08
1e-05 50000 82025 0.847317 2.10734e-08
1e-05 50000 37277 1.06647 0
1e-05 50000 73481 0.887341 2.10734e-08
1e-05 50000 12073 1.22867 -nan
1e-05 50000 23257 1.15083 0.765367
1e-05 50000 85944 0.83041 0.765367
1e-05 50000 42108 1.03908 0
1e-05 50000 33366 1.08602 -nan
1e-05 50000 58258 0.960585 1.41421
1e-05 50000 24939 1.13959 -nan
1e-05 50000 84458 0.835233 2.10734e-08
1e-05 50000 12898 1.21903 -nan
1e-05 50000 67461 0.914601 1.41421
1e-05 50000 83696 0.839584 1.41421
1e-05 50000 73904 0.88624 -nan
1e-05 50000 48593 1.00828 0.765367
1e-05 50000 20641 1.16681 -nan
1e-05 50000 78509 0.865793 0.765367
1e-05 50000 69428 0.908214 0.765367
1e-05 50000 45423 1.02277 0.765367
1e-05 50000 59747 0.953956 0
1e-05 50000 89634 0.812633 -nan
1e-05 50000 35391 1.07936 0
1e-05 50000 56640 0.96662 -nan
1e-05 50000 35259 1.08109 -nan
1e-05 50000 67971 0.91151 -nan
1e-05 50000 76217 0.876559 0.765367
1e-05 50000 65384 0.928923 -nan
1e-05 50000 78437 0.864077 -nan
1e-05 50000 30918 1.10068 -nan
1e-05 50000 28193 1.11702 0.765367
1e-05 50000 36594 1.06887 0.765367
1e-05 50000 52530 0.988237 -nan
1e-05 50000 53275 0.982955 0.765367
1e-05 50000 14457 1.2112 -nan
1e-05 50000 54396 0.979676 0
1e-05 50000 12237 1.22567 -nan
1e-05 50000 44991 1.02611 -nan
1e-05 50000 59029 0.956066 -nan
1e-05 50000 12967 1.22136 -nan
1e-05 50000 59387 0.955093 -nan
1e-05 50000 55023 0.97796 1.41421
1e-05 50000 52058 0.990098 2.10734e-08
1e-05 50000 74155 0.886456 0.765367
1e-05 50000 48581 1.00475 -nan
1e-05 50000 14236 1.21315 -nan
1e-05 50000 33852 1.0861 -nan
1e-05 50000 25537 1.13342 2.10734e-08
1e-05 50000 59450 0.954549 0
1e-05 50000 23150 1.1491 -nan
1e-05 50000 21532 1.16029 0.765367
1e-05 50000 78986 0.862456 0.765367
1e-05 50000 21597 1.15646 -nan
1e-05 50000 54479 0.979338 -nan
1e-05 50000 80120 0.858699 0
1e-05 50000 65419 0.926108 0.765367
1e-05 50000 56930 0.96597 0
1e-05 50000 77238 0.869643 0
1e-05 50000 32188 1.09453 -nan
1e-05 50000 76026 0.875213 -nan
1e-05 50000 89648 0.813028 0.765367
1e-05 50000 16938 1.19257 1.41421
1e-05 50000 54187 0.982102 0.765367
1e-05 50000 73602 0.886268 0.765367
1e-05 50000 54435 0.976614 0.765367
1e-05 50000 84990 0.833433 2.10734e-08
1e-05 50000 58902 0.955261 2.10734e-08
1e-05 50000 85539 0.832794 2.10734e-08
1e-05 50000 43847 1.03318 0.765367
1e-05 50000 63912 0.932686 0.765367
1e-05 50000 35436 1.07606 0
1e-05 50000 68907 0.907386 0.765367
1e-05 50000 36911 1.06903 1.41421
1e-05 50000 57036 0.966503 -nan
1e-05 50000 13579 1.21793 -nan
1e-05 50000 81772 0.849044 -nan
1e-05 50000 43629 1.03045 2.10734e-08
1e-05 50000 21311 1.15859 -nan
1e-05 50000 81661 0.849822 -nan
1e-05 50000 83023 0.84348 0.765367
1e-05 50000 22441 1.15361 -nan
1e-05 50000 76953 0.87208 0.765367
1e-05 50000 88737 0.817314 0.765367
1e-05 50000 84227 0.837409 0.765367
1e-05 50000 22952 1.14786 -nan
1e-05 50000 19237 1.17361 -nan
1e-05 50000 39691 1.05049 1.41421
1e-05 50000 68820 0.90861 0.765367
1e-05 50000 64122 0.929526 0.765367
1e-05 50000 45629 1.02343 -nan
1e-05 50000 36729 1.06625 1.41421
1e-05 50000 60587 0.949023 0
1e-05 50000 65183 0.925314 -nan
1e-05 50000 42942 1.03869 1.41421
1e-05 50000 74274 0.883389 -nan
1e-05 50000 39750 1.05104 -nan
1e-05 50000 63633 0.932556 -nan
1e-05 50000 49015 1.00277 1.41421
1e-05 50000 61004 0.946634 0.765367
1e-05 50000 58519 0.957057 -nan
1e-05 50000 85165 0.834623 -nan
1e-05 50000 26280 1.12794 1.41421
1e-05 50000 20935 1.16285 -nan
1e-05 50000 49560 1.0014 2.10734e-08
1e-05 50000 58315 0.957674 0
1e-05 50000 67970 0.915261 -nan
1e-05 50000 15411 1.20244 1.41421
1e-05 50000 27515 1.12189 -nan
1e-05 50000 66294 0.922853 0.765367
1e-05 50000 32465 1.09174 -nan
1e-05 50000 66467 0.919956 -nan
1e-05 50000 88950 0.816253 0.765367
1e-05 50000 10666 1.2385 -nan
1e-05 50000 27261 1.12137 0.765367
1e-05 50000 77730 0.868755 0.765367
1e-05 50000 78226 0.864209 -nan
1e-05 50000 70010 0.905209 -nan
1e-05 50000 89146 0.815922 -nan
1e-05 50000 75707 0.878958 0.765367
1e-05 50000 27826 1.12204 -nan
1e-05 50000 48123 1.01103 -nan
1e-05 50000 33082 1.08933 1.41421
1e-05 50000 32234 1.09636 1.41421
1e-05 50000 43422 1.03349 0.765367
1e-05 50000 69320 0.903998 -nan
1e-05 50000 33601 1.08729 0
1e-05 50000 82431 0.844767 1.41421
1e-05 50000 37936 1.06518 -nan
1e-05 50000 85916 0.829527 1.41421
1e-05 50000 43917 1.02878 -nan
1e-05 50000 23088 1.14509 0.765367
1e-05 50000 23525 1.14779 -nan
1e-05 50000 71665 0.897246 2.10734e-08
1e-05 50000 88789 0.817938 0.765367
1e-05 50000 19760 1.17354 -nan
1e-05 50000 48425 1.0088 -nan
1e-05 50000 57199 0.967231 -nan
1e-05 50000 85598 0.831172 -nan
1e-05 50000 89777 0.813969 -nan
1e-05 50000 63170 0.936646 -nan
1e-05 50000 36972 1.06897 -nan
1e-05 50000 63928 0.932534 -nan
1e-05 50000 49640 1.00268 0.765367
1e-05 50000 57631 0.96239 0.765367
1e-05 50000 54705 0.977232 0.765367
1e-05 50000 50779 0.995744 -nan
1e-05 50000 53911 0.979417 0
1e-05 50000 21788 1.15913 -nan
1e-05 50000 66525 0.920399 2.10734e-08
1e-05 50000 76558 0.873399 -nan
1e-05 50000 18539 1.18007 0.765367
1e-05 50000 62974 0.937996 0
1e-05 50000 39729 1.04854 1.41421
1e-05 50000 81759 0.849739 0.765367
1e-05 50000 48621 1.00562 0.765367
1e-05 50000 81885 0.849545 0.765367
1e-05 50000 58024 0.961002 -nan
1e-05 50000 47308 1.01163 -nan
1e-05 50000 44404 1.03061 0
1e-05 50000 46908 1.01528 0.765367
1e-05 50000 44921 1.02423 1.41421
1e-05 50000 20729 1.16561 -nan
1e-05 50000 41605 1.04511 0.765367
1e-05 50000 25010 1.13622 -nan
1e-05 50000 16060 1.1981 2.10734e-08
1e-05 50000 35877 1.07463 -nan
1e-05 50000 41769 1.04024 1.41421
1e-05 50000 55234 0.974381 0.765367
1e-05 50000 41975 1.04021 0
1e-05 50000 29154 1.10967 -nan
1e-05 50000 43825 1.03164 1.41421
1e-05 50000 88360 0.819128 0.765367
1e-05 50000 73890 0.885358 0.765367
1e-05 50000 72017 0.89391 -nan
1e-05 50000 86870 0.825917 -nan
1e-05 50000 13253 1.21792 -nan
1e-05 50000 83197 0.842514 -nan
1e-05 50000 30170 1.10562 1.41421
1e-05 50000 28454 1.11805 -nan
1e-05 50000 41317 1.04535 1.41421
1e-05 50000 63957 0.935776 1.41421
1e-05 50000 45348 1.02505 -nan
1e-05 50000 72315 0.891851 0.765367
1e-05 50000 52219 0.988381 -nan
1e-05 50000 57792 0.960672 -nan
1e-05 50000 55084 0.972316 0.765367
1e-05 50000 61923 0.940114 -nan
1e-05 50000 74207 0.885955 0.765367
1e-05 50000 17236 1.18752 -nan
1e-05 50000 86032 0.828516 -nan
1e-05 50000 66976 0.920333 -nan
1e-05 50000 85114 0.833856 0.765367
1e-05 50000 12080 1.228 -nan
1e-05 50000 70703 0.900616 -nan
1e-05 50000 14935 1.20573 -nan
1e-05 50000 42306 1.04024 -nan
1e-05 50000 12352 1.22625 1.41421
1e-05 50000 82012 0.84604 -nan
1e-05 50000 69961 0.902137 -nan
1e-05 50000 83445 0.841557 0.765367
1e-05 50000 43826 1.02998 2.10734e-08
1e-05 50000 65387 0.925863 0.765367
1e-05 50000 53994 0.978449 0.765367
1e-05 50000 82620 0.844993 0.765367
1e-05 50000 29638 1.10644 -nan
1e-05 50000 63347 0.934978 -nan
1e-05 50000 26452 1.13065 -nan
1e-05 50000 84895 0.83421 -nan
1e-05 50000 83045 0.842716 0.765367
1e-05 50000 24958 1.13398 1.41421
1e-05 50000 18372 1.18103 0.765367
1e-05 50000 27979 1.1209 -nan
1e-05 50000 37939 1.06215 -nan
1e-05 50000 26517 1.12839 1.41421
