0.0001 50000 14438 0.85414 1
0.0001 50000 86166 0.500371 0.272727
0.0001 50000 75036 0.49924 0.428571
0.0001 50000 47024 0.52884 0.333333
0.0001 50000 32929 0.67242 1
0.0001 50000 54358 0.501435 0.75
0.0001 50000 20176 0.79668 -nan
0.0001 50000 71011 0.498557 0.444444
0.0001 50000 28111 0.719 0.625
0.0001 50000 17268 0.82902 1
0.0001 50000 80172 0.499825 0.636364
0.0001 50000 80560 0.499901 0.583333
0.0001 50000 66393 0.498245 0.5
0.0001 50000 86734 0.499562 0.333333
0.0001 50000 28623 0.71382 0.666667
0.0001 50000 60069 0.499725 0.75
0.0001 50000 81200 0.499988 0.416667
0.0001 50000 65374 0.501193 0.444444
0.0001 50000 36955 0.63032 0.5
0.0001 50000 27781 0.71998 0.75
0.0001 50000 45937 0.542 0.6
0.0001 50000 24314 0.75598 0.571429
0.0001 50000 63025 0.500627 0.428571
0.0001 50000 38419 0.6144 0.571429
0.0001 50000 64781 0.500316 0.333333
0.0001 50000 45761 0.54296 0.5
0.0001 50000 32532 0.67384 0.857143
0.0001 50000 16073 0.83894 0.75
0.0001 50000 26827 0.73018 1
0.0001 50000 74701 0.499364 0.727273
0.0001 50000 68259 0.499729 0.444444
0.0001 50000 78255 0.500109 0.363636
0.0001 50000 56621 0.502676 0.111111
0.0001 50000 11768 0.88266 -nan
0.0001 50000 17985 0.81892 -nan
0.0001 50000 50561 0.499357 0.666667
0.0001 50000 29148 0.70718 0.857143
0.0001 50000 74452 0.49957 0.333333
0.0001 50000 45300 0.54714 0.555556
0.0001 50000 57647 0.501691 0.625
0.0001 50000 27829 0.72138 0.857143
0.0001 50000 81159 0.501879 0.75
0.0001 50000 48971 0.51096 0.25
0.0001 50000 57043 0.500447 0.4
0.0001 50000 75992 0.50125 0.454545
0.0001 50000 36852 0.6331 0.8
0.0001 50000 85639 0.499877 0.818182
0.0001 50000 69035 0.500529 0.8
0.0001 50000 80319 0.497877 0.545455
0.0001 50000 23468 0.76364 0.666667
0.0001 50000 85632 0.499883 0.384615
0.0001 50000 70563 0.497258 0.3
0.0001 50000 72822 0.499945 0.666667
0.0001 50000 64599 0.501478 0.25
0.0001 50000 30402 0.69584 0.833333
0.0001 50000 89580 0.499978 0.5
0.0001 50000 52607 0.500618 0.375
0.0001 50000 16039 0.83922 0.7
0.0001 50000 33423 0.66544 0.5
0.0001 50000 60816 0.499277 0.3
0.0001 50000 63778 0.500408 0.555556
0.0001 50000 17132 0.82934 0.6
0.0001 50000 88928 0.500776 0.4
0.0001 50000 71757 0.499324 0.7
0.0001 50000 83885 0.500519 0.583333
0.0001 50000 43727 0.56452 0.5
0.0001 50000 27216 0.7284 0.571429
0.0001 50000 76755 0.49873 0.416667
0.0001 50000 22144 0.77978 -nan
0.0001 50000 69599 0.500568 0.375
0.0001 50000 14845 0.8517 1
0.0001 50000 31015 0.68878 1
0.0001 50000 41092 0.59088 0.714286
0.0001 50000 26011 0.73832 0.714286
0.0001 50000 42832 0.56958 0.833333
0.0001 50000 23986 0.7598 0.75
0.0001 50000 23346 0.76678 1
0.0001 50000 42502 0.5763 0.666667
0.0001 50000 13351 0.86584 -nan
0.0001 50000 82186 0.499915 0.555556
0.0001 50000 77416 0.500349 0.833333
0.0001 50000 87868 0.500011 0.416667
0.0001 50000 51052 0.498531 0.5
0.0001 50000 56010 0.501803 0.666667
0.0001 50000 86195 0.499414 0.538462
0.0001 50000 49827 0.5017 0.857143
0.0001 50000 68712 0.499694 0.5
0.0001 50000 77954 0.49923 0.4
0.0001 50000 80209 0.499832 0.5
0.0001 50000 40566 0.59542 1
0.0001 50000 68767 0.502959 0.333333
0.0001 50000 58294 0.499194 0.8
0.0001 50000 80314 0.500125 0.4
0.0001 50000 70055 0.500835 0.3
0.0001 50000 50421 0.500486 0.375
0.0001 50000 71410 0.50056 0.428571
0.0001 50000 89200 0.500516 0.6
0.0001 50000 39177 0.60756 0.625
0.0001 50000 39649 0.6032 0.625
0.0001 50000 21019 0.7894 1
0.0001 50000 21978 0.77958 0.875
0.0001 50000 65727 0.496858 0.25
0.0001 50000 25709 0.7438 0.666667
0.0001 50000 48893 0.50816 0.5
0.0001 50000 35310 0.64778 0.571429
0.0001 50000 18508 0.81476 0.714286
0.0001 50000 15572 0.8456 0.777778
0.0001 50000 26912 0.72904 0.818182
0.0001 50000 86528 0.499376 0.545455
0.0001 50000 41772 0.58178 0.714286
0.0001 50000 51835 0.503463 0.8
0.0001 50000 64914 0.500724 0.222222
0.0001 50000 81203 0.500351 0.583333
0.0001 50000 35841 0.64292 0.428571
0.0001 50000 63692 0.502277 0.75
0.0001 50000 78824 0.500596 0.555556
0.0001 50000 13387 0.8647 0.833333
0.0001 50000 30426 0.69502 0.666667
