0.0001 50000 87674 0.581348 0.667308
0.0001 50000 34710 0.765537 0.612372
0.0001 50000 49144 0.708277 0.618698
0.0001 50000 57385 0.680614 0.477999
0.0001 50000 76916 0.617147 0.892119
0.0001 50000 25979 0.800204 0.804019
0.0001 50000 35567 0.759591 1
0.0001 50000 19009 0.832751 0.622597
0.0001 50000 89866 0.574722 0.573742
0.0001 50000 73104 0.63028 0.779595
0.0001 50000 19294 0.830555 0.843401
0.0001 50000 88268 0.579237 0.566245
0.0001 50000 64788 0.655006 0.650115
0.0001 50000 34761 0.761148 0.804019
0.0001 50000 85116 0.589385 0.667308
0.0001 50000 30289 0.782409 1
0.0001 50000 68302 0.644454 0.576062
0.0001 50000 44999 0.726254 0.635386
0.0001 50000 75329 0.621801 0.534383
0.0001 50000 63944 0.658112 0.612372
0.0001 50000 68334 0.644334 0.672516
0.0001 50000 43647 0.728384 0.618698
0.0001 50000 42505 0.733432 0.788692
0.0001 50000 11770 0.86944 0.788692
0.0001 50000 58914 0.676875 0.576062
0.0001 50000 19812 0.82794 0.622597
0.0001 50000 69985 0.639759 0.654654
0.0001 50000 69331 0.641355 0.573742
0.0001 50000 25612 0.800258 1
0.0001 50000 69224 0.641451 0.771674
0.0001 50000 70973 0.635426 0.640893
0.0001 50000 64582 0.657852 0.541196
0.0001 50000 64178 0.659701 0.333333
0.0001 50000 88682 0.578139 0.573742
0.0001 50000 88229 0.579058 0.616301
0.0001 50000 15976 0.848271 0.769254
0.0001 50000 88884 0.577054 0.515946
0.0001 50000 75179 0.621361 0.541196
0.0001 50000 40623 0.740583 0.675033
0.0001 50000 63705 0.661644 0.650115
0.0001 50000 51571 0.701075 0.658068
0.0001 50000 25227 0.80403 0.769254
0.0001 50000 65034 0.65567 0.466236
0.0001 50000 21758 0.817451 0.907317
0.0001 50000 83681 0.595148 0.587662
0.0001 50000 43638 0.730962 0.881132
0.0001 50000 85693 0.587633 0.835756
0.0001 50000 42633 0.734259 0.606254
0.0001 50000 15255 0.852127 0.874241
0.0001 50000 81020 0.603842 0.675033
0.0001 50000 40290 0.742737 0.600331
0.0001 50000 24984 0.803544 0.881132
0.0001 50000 33390 0.76941 0.816497
0.0001 50000 14499 0.853024 0.804019
0.0001 50000 16288 0.845188 0.769254
0.0001 50000 85322 0.589625 0.587662
0.0001 50000 66247 0.65152 0.383663
0.0001 50000 22727 0.813541 0.672516
0.0001 50000 20683 0.823293 0.541196
0.0001 50000 34609 0.763869 0.758773
0.0001 50000 88644 0.577964 0.620115
0.0001 50000 18192 0.836558 0.695415
0.0001 50000 48153 0.715543 0.640893
0.0001 50000 47011 0.717779 0.804019
0.0001 50000 14489 0.856772 1
0.0001 50000 15198 0.850867 0.866025
0.0001 50000 14455 0.85522 0.894427
0.0001 50000 54605 0.689052 0.576062
0.0001 50000 36938 0.756315 0.861279
0.0001 50000 25498 0.801994 0.494035
0.0001 50000 80522 0.60484 0.504623
0.0001 50000 80124 0.607023 0.826905
0.0001 50000 41468 0.739315 0.750709
0.0001 50000 53739 0.6917 0.788692
0.0001 50000 63160 0.66054 0.900565
0.0001 50000 36722 0.755144 0.892119
0.0001 50000 31685 0.775861 0.874241
0.0001 50000 52252 0.700181 0.672516
0.0001 50000 14280 0.855267 -nan
0.0001 50000 75408 0.62109 0.752986
0.0001 50000 33463 0.768714 0.804019
0.0001 50000 62227 0.665181 0.494035
0.0001 50000 31217 0.776213 0.788692
0.0001 50000 75933 0.619351 0.725023
0.0001 50000 69625 0.63777 0.695415
0.0001 50000 56806 0.683387 0.743496
0.0001 50000 47727 0.715798 0.874241
0.0001 50000 35385 0.761534 0.618698
0.0001 50000 81149 0.60197 0.608325
0.0001 50000 10206 0.881364 -nan
0.0001 50000 13563 0.860227 -nan
0.0001 50000 24246 0.807318 0.843401
0.0001 50000 59544 0.6753 0.650115
0.0001 50000 83797 0.594498 0.479791
0.0001 50000 11908 0.869454 0.707107
0.0001 50000 49740 0.710458 0.618698
0.0001 50000 33954 0.765112 0.874241
0.0001 50000 35196 0.76189 0.685325
0.0001 50000 28565 0.788862 0.866025
0.0001 50000 61661 0.666833 0.658068
0.0001 50000 45301 0.722048 0.685325
0.0001 50000 66644 0.647521 0.366025
0.0001 50000 69254 0.642979 0.752986
0.0001 50000 66306 0.65049 0.477999
0.0001 50000 12888 0.862476 0.769254
0.0001 50000 56971 0.681083 0.608325
0.0001 50000 10406 0.877529 0.727046
0.0001 50000 76173 0.620122 0.487063
0.0001 50000 36704 0.755337 1
0.0001 50000 13601 0.858408 -nan
0.0001 50000 80049 0.606896 0.457636
0.0001 50000 62799 0.663658 0.41838
0.0001 50000 55675 0.686967 0.796776
0.0001 50000 50320 0.706795 0.618698
0.0001 50000 17087 0.84165 0.861279
0.0001 50000 41312 0.737499 0.769254
0.0001 50000 44497 0.725898 0.816497
0.0001 50000 73113 0.627615 0.511323
0.0001 50000 10189 0.878867 -nan
0.0001 50000 42593 0.732885 0.702074
0.0001 50000 73783 0.626913 0.722432
0.0001 50000 49559 0.708873 0.634339
0.0001 50000 54900 0.689164 0.466236
0.0001 50000 66677 0.651112 0.752986
0.0001 50000 87416 0.582718 0.442685
0.0001 50000 55547 0.688456 0.831501
0.0001 50000 27270 0.793426 0.804019
0.0001 50000 87311 0.582078 0.466236
0.0001 50000 74309 0.624884 0.659025
0.0001 50000 69322 0.641908 0.712484
0.0001 50000 24381 0.807596 0.695415
0.0001 50000 46773 0.719382 0.672516
0.0001 50000 43029 0.732401 0.788692
0.0001 50000 50433 0.702445 0.831501
0.0001 50000 80857 0.603325 0.486043
0.0001 50000 55344 0.689247 0.675033
0.0001 50000 47376 0.715845 0.471405
0.0001 50000 59833 0.672709 0.479791
0.0001 50000 83479 0.594804 0.606254
0.0001 50000 76242 0.619379 0.881132
0.0001 50000 75985 0.617054 0.449751
0.0001 50000 86156 0.585668 0.487063
0.0001 50000 28233 0.789499 1
0.0001 50000 36477 0.75653 0.743496
0.0001 50000 64765 0.657219 0.704306
0.0001 50000 44876 0.725459 0.57735
0.0001 50000 84126 0.592954 0.464258
0.0001 50000 73447 0.626741 0.466236
0.0001 50000 34697 0.762501 0.743496
0.0001 50000 54362 0.692923 0.695415
0.0001 50000 67486 0.649963 0.494035
0.0001 50000 49419 0.709327 0.702074
0.0001 50000 48863 0.708552 0.874241
0.0001 50000 63019 0.660926 0.634339
0.0001 50000 71287 0.634614 0.678705
0.0001 50000 31675 0.778392 1
0.0001 50000 31444 0.778581 0.727046
0.0001 50000 60384 0.672947 0.494035
0.0001 50000 16364 0.846758 1
0.0001 50000 41294 0.740247 0.707107
0.0001 50000 56516 0.684768 0.471405
0.0001 50000 22033 0.818684 1
0.0001 50000 15280 0.850899 0.774597
0.0001 50000 12065 0.869949 -nan
0.0001 50000 13387 0.86045 1
0.0001 50000 80387 0.605156 0.608325
0.0001 50000 81576 0.599842 0.511323
0.0001 50000 83626 0.595372 0.587662
0.0001 50000 36902 0.756916 0.541196
0.0001 50000 55309 0.688146 0.707107
0.0001 50000 27440 0.792278 0.804019
0.0001 50000 86165 0.585176 0.650115
0.0001 50000 68384 0.645256 0.904116
0.0001 50000 59175 0.675979 0.769254
0.0001 50000 62237 0.665106 0.56532
0.0001 50000 73312 0.62869 0.570789
0.0001 50000 27990 0.792051 0.892119
0.0001 50000 80466 0.602947 0.758773
0.0001 50000 71774 0.633872 0.707107
0.0001 50000 63085 0.662507 0.813596
0.0001 50000 68832 0.643001 0.853132
0.0001 50000 89903 0.574206 0.695415
0.0001 50000 53289 0.696898 0.894427
0.0001 50000 20909 0.82379 0.866025
0.0001 50000 50512 0.705242 0.752986
0.0001 50000 43299 0.730084 0.846851
0.0001 50000 25445 0.803404 -nan
0.0001 50000 64533 0.656911 0.752986
0.0001 50000 22006 0.817676 0.650115
0.0001 50000 12650 0.864794 1
0.0001 50000 24296 0.80738 0.769254
0.0001 50000 63271 0.662607 0.682259
0.0001 50000 11366 0.874959 0.856002
0.0001 50000 89310 0.576061 0.650115
0.0001 50000 31358 0.778624 0.874241
0.0001 50000 80631 0.605883 0.650115
0.0001 50000 49450 0.710074 0.752986
0.0001 50000 19023 0.832351 0.843401
0.0001 50000 81147 0.602341 0.620115
0.0001 50000 66171 0.653039 0.831501
0.0001 50000 29763 0.783342 0.695415
0.0001 50000 53680 0.694571 0.51933
0.0001 50000 14732 0.854614 0.892119
0.0001 50000 13276 0.862862 0.727046
0.0001 50000 14842 0.851909 1
0.0001 50000 54016 0.692056 0.675033
0.0001 50000 30533 0.779257 0.702074
0.0001 50000 82718 0.597338 0.466236
0.0001 50000 79127 0.609812 0.606254
0.0001 50000 79538 0.607917 0.608325
0.0001 50000 70195 0.638404 0.758773
0.0001 50000 15380 0.849879 0.843401
0.0001 50000 32769 0.770313 0.702074
0.0001 50000 71652 0.634301 0.695415
0.0001 50000 63998 0.659903 0.654654
0.0001 50000 25741 0.80256 0.881132
0.0001 50000 85167 0.588861 0.600331
0.0001 50000 88087 0.578843 0.587662
0.0001 50000 51161 0.702528 0.672516
0.0001 50000 50592 0.704833 0.695415
0.0001 50000 63213 0.66049 0.752986
0.0001 50000 50216 0.706725 0.442685
0.0001 50000 57088 0.683475 0.826905
0.0001 50000 17478 0.840825 0.727046
0.0001 50000 66180 0.652497 0.466236
0.0001 50000 60835 0.667863 0.704306
0.0001 50000 74996 0.622204 0.595401
0.0001 50000 72254 0.631632 0.608325
0.0001 50000 34224 0.767238 0.682259
0.0001 50000 62273 0.663812 0.682259
0.0001 50000 22800 0.815927 0.606254
0.0001 50000 13681 0.857899 0.874241
0.0001 50000 78915 0.609408 0.691207
